Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
AL137802.2	19047	4436	7537	32403	3077	1217	2814	452	55	2134	680	65	6045	889	143	2395	5212
LINC01783	0	412	0	0	0	0	247	33	0	0	0	0	0	470	0	104	79
NBPF1	33969	26910	24681	32266	20116	6199	22578	2160	350	17464	1380	0	19652	4005	942	17423	14381
CROCC	25820	27200	41609	25519	18601	4861	27213	4931	1741	6080	3012	406	20466	8047	2053	11905	14342
BX284668.2	27	286	0	0	0	0	122	0	149	0	0	0	0	339	0	63	61
BX284668.5	250889	109775	108985	110653	80847	23594	41222	17549	4726	49401	5382	3631	270117	10958	4907	12380	69063
BX284668.6	32381	5687	19707	20949	14099	2019	4396	3063	2126	1849	810	894	7230	3828	552	5627	7826
MFAP2	2348	179987	636	2063	20432	21216	226200	3219	706	91045	0	0	17972	2336	11591	31553	38206
ATP13A2	71805	23390	25328	41188	19886	4712	42117	6249	701	18170	5033	508	29878	8320	4745	135838	27367
SDHB	704122	328993	393686	780828	188885	68375	335051	23954	15671	331707	21134	3868	552937	73792	113584	393459	270628
PADI2	2755	257	0	1119	125	585	280	0	301	0	11051	0	0	387	0	165	1064
LINC02783	2648	913	11	98	139	0	2069	0	0	0	0	0	137	0	0	0	376
AL590644.1	20202	95	14	1527	107	0	352	0	0	0	0	0	0	0	0	99	1399
PADI1	123851	2326	463	22645	291	83	2056	258	332	190	715	228	1020	0	0	0	9654
PADI3	2193	0	11348	2724	260	0	517	0	0	0	0	0	4565	0	0	0	1350
RCC2-AS1	122	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
RCC2	322565	90649	242864	381060	69209	14636	90375	11317	2015	42751	23313	823	156301	17306	19318	451224	120983
ARHGEF10L	77078	26284	20381	58328	4162	7706	28360	139	2790	13398	4007	2720	17112	11504	4588	4808	17710
IGSF21	303	2763	79	216	0	0	87	0	512	756	13684	0	0	0	0	0	1150
KLHDC7A	3320	0	0	448	0	0	29	0	0	0	0	0	0	2338	0	798	433
PAX7	0	1194	0	160	0	0	15	0	0	1609	0	0	0	0	0	0	186
ALDH4A1	11857	10720	24034	10969	35866	3316	8545	2212	1167	6693	672	866	34453	3849	1811	55989	13314
IFFO2	146065	48393	95358	104709	199095	7510	17306	3373	2885	10561	11310	3521	117139	18043	3568	5184	49626
AL137127.1	2478	1880	2787	2509	918	111	2507	0	0	1674	166	0	3252	525	726	0	1221
UBR4	95702	91429	77188	120149	41029	7745	74081	8914	3717	35477	7610	690	55841	23390	17677	115590	48514
EMC1-AS1	29776	46821	19744	20399	14888	1094	33101	996	243	52835	1066	463	31138	3726	10533	0	16676
EMC1	83000	108614	71685	88868	45543	7913	98731	7676	3422	39305	3622	2779	68250	12372	21374	76768	46245
MRTO4	270880	135336	178186	306147	127777	19548	223391	16044	6007	166240	6353	1587	276235	16809	121173	550933	151415
AKR7A3	5908	1353	3315	3903	2809	442	2417	731	41	921	106	0	1892	698	222	3054	1738
AKR7A2	460722	195938	306177	546903	126143	58907	398543	14811	10698	139283	11241	4111	577354	29760	14799	185213	192538
SLC66A1	49389	24331	41702	54719	18100	4888	46362	2773	827	24694	3622	473	58602	3112	12382	0	21623
CAPZB	1618477	423668	780484	1522994	409848	125747	977180	94453	40606	345437	80799	6576	1477479	65030	112106	720316	550075
MICOS10	2619652	1083371	1931048	3174587	493335	144394	1065292	84176	71740	1212359	67269	5430	2477078	249646	308992	0	936773
NBL1	1059445	760262	825609	671817	500795	27045	1224427	50711	59210	426720	15142	233	1433127	35992	70090	45943	450411
TMCO4	145540	25287	94670	156151	38480	6173	22118	3459	1982	10253	3390	924	82015	12102	6533	19046	39258
OTUD3	59012	74163	85382	99138	30932	5219	28021	2446	1790	49015	2571	898	74954	7277	11816	25265	34869
PLA2G2A	91074	701082	923	46411	4654	951	580806	2532	377	34209	2137	161	185482	0	16234	740	104236
PLA2G5	585	267987	0	2157	530	118	17565	243	212	155936	382	441	330	18215	762	0	29091
PLA2G2F	4760	0	393	8896	144	0	0	0	0	0	0	0	2132	0	0	0	1020
UBXN10-AS1	7568	8095	3942	8753	237	236	1005	441	0	5295	691	0	3768	651	88	247	2563
UBXN10	12321	3509	10144	35798	16	1416	2068	1266	118	1441	518	0	5607	1031	173	447	4742
LINC01141	0	388	50	0	0	0	0	0	0	383	30	0	0	0	0	0	53
CAMK2N1	1532831	348667	2432983	4767747	110365	44986	403823	20462	17974	218147	22065	1866	2224249	29688	103485	10804	768134
MUL1	109462	72269	110957	167531	43511	17347	56180	4640	1617	54653	3679	593	209263	18825	17616	64270	59526
FAM43B	0	14695	419	134	0	0	17670	0	0	8359	0	0	0	9975	1953	3312	3532
CDA	1984	1736	1224	2199	147	0	5995	14605	0	836	1054	0	7224	0	0	350090	24193
PINK1	358787	257067	180061	548421	76770	32760	235613	20882	12012	121135	9543	4113	327517	73472	58940	567419	180282
PINK1-AS	4258	5727	4396	6878	4033	377	2714	71	262	1849	1015	0	4882	697	970	1561	2481
DDOST	504888	364386	363230	528886	264245	56339	428605	43434	10787	206893	27424	3825	509552	20971	78319	661193	254561
KIF17	235	0	0	283	33	0	578	8252	177	291	350	0	0	0	135	13767	1506
SH2D5	2208	906	263	230	1158	9	5915	0	0	2391	162	0	14461	1606	6606	4003	2495
HP1BP3	1200400	662556	654185	1300435	439632	84327	548442	84452	36979	544262	50844	6994	645147	96532	150612	215750	420097
EIF4G3	282741	188112	185210	321353	94219	13251	225940	28306	11891	81154	15372	1450	128207	33469	27602	81277	107472
AL031005.2	682	61	575	267	0	0	326	225	0	0	0	349	0	0	0	0	155
ECE1	151832	72596	59023	170481	41394	1466	244759	72202	12408	26174	4806	4488	72813	8487	14226	36661	62113
AL031728.1	1214	0	335	1081	45	0	639	0	0	478	0	0	231	0	0	52	254
NBPF3	32974	11344	11723	33585	10438	790	7268	964	199	3366	43	151	7949	495	2027	6696	8126
ALPL	3618	8183	0	419	3660	0	6330	8751	0	505	55	0	0	182	0	167912	12476
RAP1GAP	32030	13479	11419	64125	5709	11339	4005	464	0	4770	334	472	13277	68929	1428	15528	15457
USP48	255935	218724	227299	272804	110952	52544	191624	23615	6650	132713	13408	3726	162022	70897	28772	269849	127596
LDLRAD2	305	1263	91	264	520	170	1534	409	0	0	158	0	0	0	0	358	317
HSPG2	88050	149255	90797	37717	56481	33949	585720	159814	4899	18595	1614	10478	46244	38729	5618	3788	83234
LINC01635	2067	1066	895	2267	450	0	352	0	0	783	417	0	2122	593	0	409	714
LINC00339	87508	46687	68700	97269	39045	6982	27540	5333	2837	16636	5007	914	38630	8401	2872	0	28398
CDC42	4224533	888455	2348790	4613353	1226847	277278	827857	200816	61127	856369	163925	15435	5210797	100531	240657	1261916	1407418
CDC42-AS1	4832	3081	1803	2174	2557	1071	2458	582	101	2727	471	0	2902	800	500	0	1629
CDC42-IT1	21063	4873	12712	19146	7339	1269	2915	1010	470	1413	3046	0	11368	2741	122	0	5593
WNT4	618250	20448	280204	744144	60985	3240	11551	6139	661	6642	5217	471	135858	7771	2144	12504	119764
AL445253.1	46809	2432	24948	35863	5069	1012	511	447	0	354	190	0	21463	120	81	0	8706
ZBTB40	37027	54871	34739	50464	28890	4791	34800	4848	4006	30313	6369	0	14337	7165	9886	25884	21774
ZBTB40-IT1	47	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
EPHA8	119922	773	58951	40875	27790	914	731	469	385	329	703	0	56273	0	219	6712	19690
C1QA	4083	803	1619	3714	1788	0	2282	560	230	0	296991	0	1355	0	0	468	19618
C1QC	2066	631	958	1151	1110	0	1202	652	0	0	209032	0	1310	0	0	0	13632
C1QB	3331	1934	427	2447	1336	3850	2440	0	886	174	303406	0	485	0	0	0	20045
EPHB2	11215	525	4501	2261	1115	0	5367	141	0	650	837	0	3568	0	0	3402	2099
TEX46	643	0	500	837	65	0	254	0	0	0	0	0	2601	0	0	149	315
KDM1A	332364	115160	198018	452426	121319	14394	144230	14302	4444	90057	8368	1504	260946	27871	37172	231983	128410
LUZP1	562997	229690	451068	474576	493542	39832	210745	89028	12722	243208	31723	4292	963605	30929	65019	156603	253724
LINC01355	19749	33259	18098	25928	20777	2858	29858	2147	1113	23795	922	639	25508	3556	7347	4844	13775
HNRNPR	1267664	414324	772313	1210059	545155	105822	499463	71792	33803	287334	47420	10514	1184721	81780	122374	665429	457498
ZNF436	77982	15098	53156	68278	37495	3180	13617	4159	2316	9482	970	295	37096	8104	2612	495	20896
ZNF436-AS1	83882	47136	25048	34391	33486	1583	44632	2170	1877	23276	1692	410	32677	10271	2274	2955	21735
AL109936.2	7880	467	1921	4712	1134	18	566	672	208	0	0	0	2340	0	0	0	1245
TCEA3	1149188	109315	227860	983484	122399	9934	86671	14966	4985	55115	7957	498	522609	14037	13190	69108	211957
ASAP3	66308	36755	27017	72894	11701	1123	39745	3640	792	6562	610	0	21110	8957	3248	13615	19630
E2F2	13694	885	7834	33208	283	0	304	71	0	0	0	0	6828	0	0	8610	4482
AL021154.1	574	1102	78	152	213	0	293	34	0	596	0	0	0	0	0	0	190
ID3	1582402	5966472	656748	907172	1996258	34612	2738645	274985	233434	4411463	37924	30313	383588	767724	121087	19873	1260169
AL450043.1	0	0	0	0	0	0	1115	0	0	0	0	0	0	1043	0	0	134
MDS2	12346	660	994	3299	467	166	60	0	100	0	126	0	4680	0	0	0	1431
RPL11	32200038	11895309	17966445	21440714	18647359	3165463	18681778	2525404	998612	11824888	1431771	115911	48660524	1448729	6442879	27655438	14068829
ELOA-AS1	61285	32241	67845	70154	32798	3630	22348	1838	1288	22365	1019	637	88536	3888	1757	9393	26314
ELOA	223814	115366	124184	176360	118887	15885	147581	14061	3627	110345	9067	792	276302	30150	71317	127703	97840
PITHD1	720794	568006	453799	694078	353336	128686	314068	34387	13125	621216	26437	7296	1075416	87634	187303	447748	358333
LYPLA2	396030	80328	251175	404657	102301	32756	80749	15654	4754	101398	12303	759	310499	20818	34495	260053	131796
GALE	271750	28909	183505	260508	34993	19287	38596	9611	1001	24770	3048	0	190124	14502	12625	138373	76975
HMGCL	268101	92616	141336	265559	69869	20528	92435	11741	6711	52232	5149	925	131174	21274	28226	59051	79183
FUCA1	367344	86148	84328	317945	41104	15466	46293	12711	2019	12173	11646	1327	138606	10322	5685	216895	85626
CNR2	760	667	513	431	188	382	191	148	0	0	0	0	181	0	0	41696	2822
PNRC2	1089597	321129	598075	984161	356953	77664	491464	64762	21469	339215	53281	6558	1689587	44219	148161	379015	416582
SRSF10	828374	551844	625974	774662	478855	77410	492537	80554	29822	602559	50199	8468	826749	118082	206002	896206	415519
MYOM3	276	64	501	498	202	267	55	123	0	0	130	0	4176	0	0	240	408
IL22RA1	9924	698	12979	7758	5732	436	668	0	0	0	151	0	13354	0	0	0	3231
IFNLR1	73736	3698	27400	67158	21810	846	2213	776	144	2953	2383	0	42403	2504	303	7881	16013
LINC02800	1119	0	153	245	311	0	21	0	0	0	0	0	316	0	0	0	135
AL138902.1	494	0	82	242	196	0	148	0	0	0	0	0	0	0	0	0	72
GRHL3	462598	5575	56647	412197	12265	2603	3138	3613	186	1987	1562	1046	173352	0	152	2394	71207
STPG1	198625	24231	58360	109361	21261	6572	11890	3018	1637	16485	2048	344	100950	5137	2392	15446	36110
NIPAL3	214804	28112	99247	275178	36749	9419	36878	4726	777	12911	5543	747	101057	9082	3062	16246	53409
RCAN3AS	4904	1136	2510	4878	387	126	434	0	0	764	41	0	2567	783	438	0	1185
RCAN3	268992	44306	151732	309754	74917	22764	19508	4395	2155	30546	26186	2642	257338	3611	872	46492	79138
NCMAP-DT	17181	5986	13188	22966	6976	1483	935	122	445	1858	4672	691	6348	326	109	0	5205
NCMAP	3324	433	5777	3606	57	33	120	33	0	0	394	472	330	0	0	470	940
SRRM1	2785483	1088318	1331414	2520704	990195	164281	753509	125826	58573	896028	97478	20247	2045472	218888	270738	700806	879247
CLIC4	58216	640325	16841	16304	38662	67826	814357	73473	27780	442062	23810	36803	32994	13931	149616	172410	164088
RUNX3	753	2084	543	259	859	36268	19258	41	1411	979	101401	0	1171	331	134	1123	10413
AL031432.1	255	4133	176	392	377	0	718	106	0	874	0	0	794	594	348	120	555
SYF2	1633745	670215	812568	1576155	778328	182949	832868	112013	51848	618768	69250	10648	1194962	86051	314875	329271	579657
AL031432.4	11280	10135	5027	12219	4927	364	14724	486	379	4694	1435	117	3025	4048	1517	0	4649
AL031432.5	2068	402	501	1736	354	0	669	0	0	0	0	0	2240	0	0	166	508
RSRP1	1437407	848957	644079	915545	632821	116586	601199	120208	37580	559439	115974	19003	236746	273989	168205	161975	430607
AL031432.3	6106	2650	4167	5279	3256	333	1364	0	0	850	127	0	4755	610	780	2743	2064
RHD	1525	1163	570	791	643	390	1689	173	0	772	490	194	0	0	0	41	527
TMEM50A	2009320	769837	1139511	2157992	536691	162340	934148	111426	58922	780554	60280	12087	1608329	44975	196511	434760	688605
RHCE	9519	13773	3862	9169	2403	29	8344	105	0	6718	391	117	4061	1501	1247	2424	3979
MACO1	292494	181688	181741	280296	105021	19183	113189	18871	3711	132565	13368	2118	215554	37436	35891	73832	106685
LDLRAP1	177161	73426	286699	255987	88366	11929	55408	6486	1765	31538	5908	1057	232261	19851	16868	128351	87066
AL606491.1	16663	4430	8221	10874	10031	871	7333	403	129	2751	264	0	13265	0	2315	502	4878
MAN1C1	15298	47412	20834	18485	11973	533	37143	3567	2947	7620	2818	142	13068	4123	2269	99028	17954
AL031280.1	2593	5066	2760	2448	4628	382	4064	1619	589	618	1740	751	1731	3078	124	37323	4345
SELENON	58412	29961	26543	22418	25139	14309	123825	38907	6503	7342	3879	2646	31292	6362	4651	86908	30569
AL020996.1	8556	3734	4344	7453	2184	110	4571	420	0	1290	309	0	4947	939	949	1128	2558
MTFR1L	217627	161178	118328	179596	101330	34273	119761	8148	5765	121866	6635	2765	244118	40436	39118	127972	95557
AUNIP	1509	403	7985	3408	254	61	1205	74	120	537	509	0	9292	229	0	65043	5664
AL033528.2	779	355	410	737	90	0	124	143	0	0	430	0	81	0	0	140	205
PAQR7	185844	39484	269145	233701	89292	7102	28774	4128	1558	17565	3341	1452	409501	7033	3095	24719	82858
STMN1	96258	268255	321837	45699	202992	611561	311421	59274	7441	240532	23019	40955	255462	51964	54243	4573238	447759
PAFAH2	87597	18189	33288	102239	13140	1468	18529	4403	491	5216	2460	853	28876	5218	1399	21453	21551
EXTL1	71	2739	65	219	225	918	2287	0	473	0	0	633	329	652	0	496	569
SLC30A2	586	808	88	808	245	4504	687	113	0	0	0	142	295	392	0	50614	3705
TRIM63	705	170	423	894	253	48575	43	0	318	0	464	445	808	0	0	475	3348
PDIK1L	81897	21156	29716	68408	25762	3274	12024	5496	739	13776	1705	594	32667	3478	2303	7629	19414
FAM110D	1832	682	771	286	1261	429	629	58254	0	208	106	0	3146	3028	279	3809	4670
C1orf232	1265	196	1717	927	764	0	91	113	0	0	0	0	479	0	0	350	369
AL391650.1	1365390	17069	1556559	2612247	439129	16549	14288	10400	2987	6489	9853	640	1209842	1284	658	393	453986
ZNF593	1087529	207895	408274	840840	344136	43695	512630	35817	8700	403557	14603	1113	1852130	58867	203852	825484	428070
CNKSR1	372756	8709	162849	335580	86997	2625	5205	2171	303	4096	1474	456	96361	11822	749	20863	69563
CATSPER4	1536	0	189	965	98	0	0	0	0	0	0	0	428	0	0	550	235
CEP85	94538	15652	75845	94323	26074	2292	9975	2228	344	7654	3026	687	78064	5798	1712	37234	28465
SH3BGRL3	7902075	1386172	4031959	9114802	1074915	194744	2272457	302703	32190	3152717	338868	5933	15957599	150621	707426	353362	2936159
UBXN11	35251	35529	29806	15925	37377	6349	25421	3571	504	22770	8791	229	29967	8424	9931	20338	18136
CD52	1736	125	315	1218	74	0	873	3932	0	191	142520	0	1077	0	0	30535	11412
CRYBG2	370381	4099	65117	399424	14365	1559	3172	3146	499	1680	4254	419	68842	0	690	8932	59161
LIN28A	614	118	42	628	0	0	51	0	108	0	0	0	0	0	0	235584	14821
DHDDS	117490	68457	61702	130536	25463	6837	80213	9497	2346	27816	6086	1060	62310	18681	22611	68194	44331
HMGN2	2306496	838893	1381736	1839622	768642	101851	816013	104858	89750	419352	88220	17222	2682944	100226	181089	2272729	875603
RPS6KA1	93052	9616	126426	57066	58566	1514	7852	1897	0	10109	11316	0	95573	33696	2370	117342	39150
AL512408.1	1849	1169	708	1825	906	190	258	285	0	0	0	0	759	2212	0	561	670
ARID1A	467921	111338	242880	383636	133396	22424	108670	28263	11507	39623	21166	5927	168339	58274	14774	223825	127623
PIGV	111911	53966	73478	115984	43331	6100	56547	3279	708	18986	2675	924	119908	5742	3819	15019	39524
ZDHHC18	103873	24019	73101	152559	21676	3951	54769	7358	1637	17762	8631	523	121181	4985	9553	22307	39243
SFN	30654602	245710	16510344	24263120	5518991	331360	273421	205876	23451	187427	201434	4979	62989171	3031	34896	59765	8844224
GPN2	111253	54119	82074	117750	47520	9453	60953	5063	2930	40792	4760	200	163296	16451	15427	50084	48883
GPATCH3	62453	19961	45101	46637	37925	9176	18912	5179	948	14152	3463	579	102951	8424	5805	43605	26580
NUDC	1055292	775346	535422	976200	362278	119848	726799	56250	27501	820264	53019	12363	953710	74549	412743	1105341	504183
KDF1	121213	2453	89744	140450	51525	1493	1075	291	87	1249	376	0	158166	957	163	38273	37970
TRNP1	233792	418244	26130	49241	36182	12442	139388	2584	12247	342974	1363	3135	20559	66654	12979	94590	92031
TENT5B	433990	141208	159538	271548	146248	9523	7632	3162	4397	78914	3093	1861	283672	43654	577	290344	117460
SLC9A1	267130	48974	147503	282520	53262	13778	59002	8918	4530	29456	8555	1821	234211	26863	11034	77834	79712
WDTC1	135089	88299	77061	135666	56284	11338	58456	6908	4199	25991	7190	1572	75211	34610	7020	27800	47043
TMEM222	191280	166668	102454	150492	71613	33520	146143	11706	6517	128878	8050	2192	226071	30456	108503	90379	92183
SYTL1	1212662	15600	725862	1253253	171767	8993	6794	8529	2028	5595	17077	689	1055517	58440	475	30434	285857
MAP3K6	216751	135982	134993	173533	119274	13438	47541	19899	6551	14903	4417	736	109723	14231	1953	21797	64733
FCN3	1090	520	203	85	3536	0	64	2088	0	0	0	0	0	128	0	313	501
CD164L2	37110	366	5493	6341	49123	835	589	155	0	0	62	0	34234	3194	0	2557	8753
GPR3	2491	7024	6652	1303	10122	700	6137	947	115	3738	1133	0	16402	6581	1097	502	4059
WASF2	724897	896607	377723	784311	379241	85493	526612	75946	41568	675999	46184	12249	1111879	50308	123003	313355	389086
AHDC1	269165	185886	163960	195508	115980	11265	95945	16737	9912	43156	7491	4461	127126	82899	12677	25516	85480
FGR	1357	3030	887	597	761	91	1288	16731	163	7936	25935	0	1431	0	0	190	3775
LINC02574	306	152	149	47	389	0	621	0	0	561	0	186	0	479	0	0	180
IFI6	230691	1281284	113187	124232	132583	33760	396077	41886	16730	353421	18544	11913	150951	167199	29246	1712	193963
AL020997.5	3982	1314	2919	1722	2545	339	124	997	0	0	211	90	1633	971	239	0	1068
FAM76A	183905	111400	175331	270943	78186	15172	61105	15197	6723	60874	13451	1539	254991	7435	15962	126417	87414
STX12	493049	180876	188576	466870	162677	25846	190216	38676	13534	152739	17007	3271	295389	19285	37953	46647	145788
AL020997.2	18591	3114	5126	17193	7569	1052	2156	2686	567	916	962	0	4612	945	388	0	4117
AL020997.3	1608	600	733	2083	422	149	391	26	0	190	108	0	968	257	0	0	471
AL020997.4	172	34	0	151	47	0	0	0	0	403	0	0	265	135	0	0	75
PPP1R8	157039	66682	111399	166644	59747	21310	73696	7952	4196	43145	5857	432	205612	6770	13280	129462	67076
THEMIS2	8487	1697	2617	9250	444	16342	9474	1193	70	1107	27605	0	6092	0	598	11741	6045
RPA2	436586	236318	302256	508966	151924	30556	141276	15953	6766	158472	15784	1730	237990	21115	46486	228257	158777
SMPDL3B	2805	42	4646	2391	1335	40	227	639	0	0	446	0	3344	1825	66	462	1142
XKR8	29689	10380	19758	39618	11087	2531	17892	2405	1295	6839	2353	259	21263	2696	1432	43930	13339
EYA3	110128	54712	73337	156113	41359	15574	50760	8154	3118	38228	4315	362	84417	4464	9890	35934	43179
PTAFR	81022	3006	189690	230677	26530	1556	2182	2339	0	1197	10149	0	363091	0	1069	957	57091
DNAJC8	1115630	672011	533862	1006004	448766	102056	702464	58830	32549	809506	46275	8936	839583	64022	297411	446921	449052
ATP5IF1	5303381	843301	2122664	5913062	771999	106245	987994	123622	58796	538432	85465	12560	2727445	197701	151426	1193694	1321112
AL353622.1	7126	2300	9457	6327	7152	114	4320	440	0	418	882	0	2997	516	0	8119	3135
AL353622.2	574	120	0	271	13	0	0	37	0	0	0	0	0	0	0	0	63
SESN2	158234	73153	131733	122859	81149	9954	224195	4804	4272	50198	11564	2149	165228	21564	47590	131133	77486
MED18	33686	21896	18531	47618	10755	2055	16270	1549	516	13544	3435	0	9038	1400	3537	16763	12537
PHACTR4	880414	136662	243450	842999	177671	31602	99285	39887	10318	68799	23153	10252	333456	37797	23754	54352	188366
RCC1	66600	31449	41972	73173	36577	3692	95902	3559	1201	24567	1814	731	77474	6474	9198	260699	45943
SNHG3	366474	161342	209144	384452	209127	49073	255220	22415	9192	120633	23435	565	1163159	52088	22152	0	190530
TRNAU1AP	186817	135876	133969	260781	77769	17374	136930	16723	7241	87104	10622	2226	102650	16880	32251	220626	90365
SNHG12	333839	424817	129674	183039	270020	40240	283947	24827	8229	601246	35211	6599	195998	102072	79570	413194	195783
TAF12	327809	203092	222152	350611	140501	16436	289361	20188	6525	228782	11327	2834	316334	11898	89951	280319	157382
RAB42	1960	11337	1058	565	1189	767	31140	725	342	6617	1362	0	1308	0	3745	89812	9495
LINC01715	4924	8737	5976	6818	2926	0	3066	646	380	2839	56	138	7959	189	545	419	2851
AL360012.1	11172	11542	10662	8200	6449	181	7851	1553	605	8561	7524	0	4133	9473	1445	392	5609
GMEB1	84892	53394	60662	95581	50585	11615	49605	5449	2947	37574	6325	449	195962	9324	22759	62600	46858
YTHDF2	799319	371261	601955	780983	480024	80067	320897	43895	9288	326795	29595	3724	1586343	43504	113939	654285	390367
OPRD1	590	238	140	185	17	0	405	0	0	0	0	0	0	0	0	1800	211
EPB41	246810	66109	140656	332297	59464	14634	48883	11819	2674	34265	24274	888	95791	11246	17674	77804	74080
TMEM200B	1911	36150	8895	1033	12476	4865	25964	430	3282	11094	0	167	3781	480	3163	22846	8533
SRSF4	869884	372957	516412	754389	461247	60039	413085	92447	20068	438203	34463	8344	576862	67079	57762	380364	320225
MECR	122135	59847	59719	124790	36803	9190	71283	6376	2972	33958	898	862	85057	17395	7844	149670	49300
PTPRU	108326	148550	21911	142198	13423	1852	72361	801	3481	17257	1211	704	26434	55479	9363	170632	49624
MATN1	85	1033	119	527	867	214	861	0	0	565	173	0	423	525	0	281	354
