Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
NBPF3	482	101	166	499	96	12	147	6	2	27	1	2	87	4	18	235	117
ALPL	55	73	0	8	42	0	96	37	0	6	1	0	0	1	0	2518	177
RAP1GAP	468	105	136	1029	53	73	35	7	0	34	3	1	149	326	10	598	189
USP48	3110	1460	2297	3220	865	258	1982	123	38	908	73	13	1735	347	196	3020	1227
LDLRAD2	6	13	3	3	5	1	35	3	0	0	1	0	0	0	0	18	5
HSPG2	1010	942	970	536	484	168	2566	412	23	144	8	26	509	203	40	140	511
LINC01635	25	10	15	37	4	0	9	0	0	8	2	0	26	5	0	25	10
LINC00339	1281	430	925	1460	358	57	358	42	16	127	35	5	415	80	19	0	350
CDC42	11167	3628	6021	10527	3563	672	3647	508	190	3101	418	47	10761	413	942	3657	3703
CDC42-AS1	65	22	20	30	22	5	38	3	1	21	3	0	25	5	4	0	16
CDC42-IT1	356	34	153	306	88	16	54	12	3	11	21	0	127	14	1	0	74
WNT4	5377	186	2507	5830	478	36	69	48	4	39	33	1	1397	74	15	41	1008
AL445253.1	671	17	353	515	48	8	4	1	0	2	2	0	261	3	1	0	117
ZBTB40	543	422	401	681	245	33	493	39	21	238	34	0	161	44	70	878	268
ZBTB40-IT1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA8	1433	4	754	586	280	16	6	5	2	2	8	0	625	0	1	287	250
C1QA	46	5	19	41	19	0	14	4	2	0	227	0	13	0	0	23	25
C1QC	24	3	12	18	14	0	5	2	0	0	204	0	11	0	0	0	18
C1QB	37	8	11	35	8	15	11	0	3	2	210	0	6	0	0	0	21
EPHB2	179	6	40	45	9	0	80	1	0	4	5	0	47	0	0	135	34
TEX46	12	0	10	16	1	0	9	0	0	0	0	0	29	0	0	8	5
KDM1A	3754	859	1989	4729	959	122	1694	87	24	626	66	6	2659	174	258	2962	1310
LUZP1	5224	1430	3508	4581	2400	231	1906	319	63	1461	140	16	6192	191	417	2505	1911
LINC01355	286	242	197	404	152	20	486	15	4	184	6	2	278	19	47	161	156
HNRNPR	8446	2331	4737	8002	2683	439	3081	311	135	1671	221	39	7464	393	645	3461	2753
ZNF436	1153	128	687	966	323	30	186	35	11	74	6	2	437	56	20	20	258
ZNF436-AS1	1152	377	341	502	278	18	706	17	13	188	12	2	393	97	18	89	262
AL109936.2	125	6	25	81	10	1	12	3	1	0	0	0	29	0	0	0	18
TCEA3	7642	809	2269	7157	928	76	941	97	30	402	51	2	4284	116	90	306	1575
ASAP3	938	283	282	1040	107	11	476	27	5	54	4	0	248	68	26	510	254
E2F2	220	6	79	501	5	0	7	1	0	0	0	0	82	0	0	287	74
AL021154.1	8	10	1	2	2	0	8	1	0	6	0	0	0	0	0	0	2
ID3	6681	4413	3378	4648	3053	120	3209	396	217	2904	107	49	1968	723	356	194	2026
AL450043.1	0	0	0	0	0	0	18	0	0	0	0	0	0	4	0	0	1
MDS2	189	4	10	55	8	3	4	0	1	0	2	0	55	0	0	0	20
RPL11	11914	5584	6527	10891	4273	827	5569	687	295	4101	518	78	11274	766	1412	3817	4283
ELOA-AS1	920	251	862	1040	301	36	406	15	11	171	5	3	1014	38	16	422	344
ELOA	2748	847	1494	2290	902	110	1342	90	25	759	56	3	2714	193	445	2389	1025
PITHD1	6321	2640	3707	6201	2075	495	2429	196	74	2678	144	29	7135	368	818	3185	2405
LYPLA2	4287	630	2555	4405	859	203	950	109	26	722	71	4	3079	153	247	2955	1328
GALE	3156	232	1931	3111	332	119	561	69	3	201	25	0	1985	106	98	2386	894
HMGCL	3269	770	1712	3215	589	123	1317	76	37	394	37	4	1437	166	187	1615	934
FUCA1	3615	751	1133	3703	412	100	531	74	12	93	71	5	1557	81	50	2842	939
CNR2	13	5	8	6	3	2	2	1	0	0	0	0	3	0	0	1135	73
PNRC2	7577	1938	4242	7229	2065	346	3067	299	104	1865	224	30	8451	255	739	3120	2596
SRSF10	6790	2761	4277	6463	2465	376	3127	328	122	2633	224	34	6030	449	906	3563	2534
MYOM3	6	1	10	10	2	1	2	1	0	0	1	0	42	0	0	11	5
IL22RA1	137	5	183	128	61	2	6	0	0	0	1	0	170	0	0	0	43
IFNLR1	947	28	356	961	203	16	25	9	1	12	18	0	460	17	3	354	213
LINC02800	23	0	5	5	3	0	1	0	0	0	0	0	3	0	0	0	2
AL138902.1	9	0	2	4	3	0	1	0	0	0	0	0	0	0	0	0	1
GRHL3	3815	36	522	3964	116	23	23	30	2	11	18	3	1581	0	2	87	639
STPG1	2229	206	754	1502	204	53	189	26	7	127	15	1	1109	33	19	613	442
NIPAL3	2545	240	1130	3120	356	75	658	36	7	104	32	5	1086	65	22	636	632
RCAN3AS	78	13	38	67	6	1	10	0	0	7	1	0	34	4	2	0	16
RCAN3	3181	357	1744	3594	609	137	297	39	12	228	112	14	2534	39	6	1412	894
NCMAP-DT	282	57	188	398	60	13	20	2	2	19	18	3	77	4	1	0	71
NCMAP	66	5	82	64	1	1	1	1	0	0	3	1	1	0	0	27	15
SRRM1	10719	3997	5640	9847	3376	549	3784	426	197	3095	326	49	9021	613	1012	3504	3509
CLIC4	763	2936	244	196	332	302	3469	297	115	2183	121	68	351	94	754	2681	931
RUNX3	11	15	4	5	6	175	278	1	10	9	220	0	11	1	1	30	48
AL031432.1	3	22	4	7	3	0	5	1	0	7	0	0	11	3	2	6	4
SYF2	9327	3159	4804	8798	3130	596	3991	409	186	2702	273	34	7433	393	1036	3135	3087
AL031432.4	201	81	79	190	55	4	214	7	4	39	9	1	36	35	13	0	60
AL031432.5	28	2	5	23	5	0	15	0	0	0	0	0	21	0	0	4	6
RSRP1	8191	3193	3845	6786	2548	418	3278	385	146	2362	337	50	2271	577	763	2322	2342
AL031432.3	95	29	61	68	30	3	27	0	0	8	1	0	63	7	5	93	30
RHD	25	9	3	11	7	1	24	2	0	7	3	1	0	0	0	3	6
TMEM50A	9905	3450	5407	9602	2717	553	3729	420	197	3050	256	37	8550	268	858	3172	3260
RHCE	120	116	65	146	21	1	181	2	0	58	2	1	45	16	11	79	54
MACO1	3501	1256	1943	3380	820	125	1268	117	26	931	77	10	2223	214	239	1694	1114
LDLRAP1	2258	565	2574	2985	708	90	761	44	10	248	35	6	2401	148	118	2416	960
AL606491.1	255	43	136	177	85	7	110	4	1	23	2	0	156	0	20	21	65
MAN1C1	255	377	226	285	109	8	271	24	22	53	19	1	140	29	19	2058	243
AL031280.1	45	42	43	36	27	2	39	9	5	5	8	3	17	15	1	1040	83
SELENON	843	257	291	362	268	96	1501	179	41	63	27	11	368	55	37	2035	402
AL020996.1	126	26	57	131	21	3	76	2	0	10	2	0	58	11	10	48	36
MTFR1L	2838	1208	1534	2401	848	217	1425	56	42	872	43	12	2547	260	278	2419	1062
AUNIP	26	4	131	53	2	1	28	1	1	5	2	0	116	4	0	1789	135
AL033528.2	7	5	8	9	1	0	4	1	0	0	5	0	1	0	0	6	2
PAQR7	2014	322	2126	2515	611	50	429	25	9	132	19	6	2746	59	25	768	741
STMN1	1155	1563	1541	578	1270	755	1791	179	35	1406	86	68	1824	268	302	3676	1031
PAFAH2	1259	156	440	1492	141	15	289	31	5	45	18	4	332	37	11	739	313
EXTL1	3	29	1	2	2	6	56	0	2	0	0	2	3	4	0	12	7
SLC30A2	11	5	3	7	5	28	9	1	0	0	0	1	2	4	0	1331	87
TRIM63	11	2	6	13	4	232	1	0	1	0	2	2	12	0	0	12	18
PDIK1L	1151	180	380	1007	238	20	186	35	6	113	10	3	357	40	18	289	252
FAM110D	16	4	10	5	13	4	8	212	0	3	1	0	35	38	2	125	29
C1orf232	27	2	26	22	9	0	1	1	0	0	0	0	6	0	0	15	6
AL391650.1	7315	115	5610	9673	2215	115	63	62	15	36	62	3	6915	10	5	26	2015
ZNF593	7129	1398	3102	6010	1865	244	2951	183	50	1989	93	6	8214	324	875	3489	2370
CNKSR1	3891	62	1683	3873	710	37	35	25	2	26	16	3	1072	80	7	714	764
CATSPER4	27	0	3	17	1	0	0	0	0	0	0	0	3	0	0	22	4
CEP85	1263	127	891	1237	238	29	188	16	2	58	16	2	864	42	16	1149	383
SH3BGRL3	11459	4142	6227	10731	3162	542	4605	572	144	3929	443	27	11229	510	1215	3204	3883
UBXN11	502	286	411	252	318	46	247	23	5	190	45	2	343	70	72	757	223
CD52	19	2	3	15	1	0	8	25	0	1	189	0	8	0	0	940	75
CRYBG2	3742	30	616	4054	150	18	24	30	5	11	29	2	705	0	4	368	611
LIN28A	7	2	1	16	0	0	1	0	1	0	0	0	0	0	0	2724	172
DHDDS	1620	575	782	1844	252	57	1016	60	19	224	37	4	705	114	164	1789	578
HMGN2	9853	3465	5493	9127	3066	421	3765	390	242	2152	296	49	9560	418	829	3622	3296
RPS6KA1	1329	78	1367	793	527	24	132	18	0	76	68	0	1092	184	17	2340	502
AL512408.1	26	16	13	34	8	1	7	3	0	0	0	0	10	11	0	11	8
ARID1A	4646	802	2285	4135	1046	149	1282	159	67	292	126	24	1780	277	117	2900	1255
PIGV	1659	475	974	1649	389	54	980	26	5	157	22	5	1322	50	27	536	520
ZDHHC18	1479	206	840	1995	215	27	657	43	11	143	41	2	1365	33	75	774	494
SFN	11622	1137	6587	10871	4074	413	1002	306	90	425	231	17	11266	11	212	1133	3087
GPN2	1566	424	1044	1665	411	64	838	37	18	336	35	2	1798	102	120	1512	623
GPATCH3	816	174	594	737	313	53	257	37	7	114	26	3	1148	52	43	1343	357
NUDC	7861	3366	4141	7486	2226	487	3783	271	134	3086	238	39	6690	355	1159	3522	2802
KDF1	1718	18	1113	1936	462	18	11	4	1	6	4	0	1685	11	1	1301	518
TRNP1	2294	2260	360	685	345	76	1483	20	71	1658	9	16	219	339	105	2162	756
TENT5B	3715	923	1530	2679	887	66	83	25	25	533	18	6	2381	266	4	3011	1009
SLC9A1	3015	366	1574	3104	487	102	727	70	30	245	54	9	2407	139	77	1877	892
WDTC1	1904	692	930	1918	503	85	721	53	23	204	53	6	867	209	54	861	567
TMEM222	2272	1207	1273	2036	606	201	1417	76	38	928	48	8	2214	206	567	2147	952
SYTL1	8077	101	4556	8197	1200	75	61	59	12	32	86	3	6897	308	4	1007	1917
MAP3K6	2636	953	1523	2241	930	94	537	115	41	107	32	4	1212	90	12	735	703
FCN3	18	4	2	2	27	0	1	8	0	0	0	0	0	1	0	11	4
CD164L2	560	3	74	105	402	15	4	2	0	0	1	0	395	28	0	110	106
GPR3	36	54	83	16	67	4	67	7	1	33	7	0	182	45	7	17	39
WASF2	6043	3461	3052	6124	2135	393	3167	297	164	2762	213	41	7026	303	671	3106	2434
AHDC1	3134	1262	1717	2472	882	92	881	97	60	318	42	19	1349	346	96	578	834
FGR	13	27	10	9	5	1	17	95	1	68	110	0	15	0	0	11	23
LINC02574	3	1	2	1	3	0	7	0	0	5	0	1	0	4	0	0	1
IFI6	1764	3643	1075	846	741	115	1996	164	60	1727	73	31	1355	486	188	50	894
AL020997.5	46	13	38	26	21	2	4	5	0	0	2	1	16	2	2	0	11
FAM76A	2335	826	1772	3268	610	96	718	81	36	426	70	7	2244	59	109	2351	938
STX12	5051	1255	2070	4827	1206	175	1932	214	77	1037	113	13	2904	139	273	1360	1415
AL020997.2	269	26	80	284	90	11	22	19	5	8	6	0	52	11	2	0	55
AL020997.3	24	6	15	44	9	3	9	1	0	2	1	0	9	4	0	0	7
AL020997.4	3	1	0	3	1	0	0	0	0	4	0	0	5	3	0	0	1
PPP1R8	2110	519	1416	2308	539	130	984	56	32	346	36	2	2139	67	105	2521	831
THEMIS2	113	18	24	143	6	84	199	7	1	9	136	0	77	0	6	411	77
RPA2	4651	1655	2923	5193	1179	191	1641	105	37	1066	98	8	2475	171	296	2859	1534
SMPDL3B	56	1	76	35	14	1	6	4	0	0	6	0	42	17	1	16	17
XKR8	497	108	283	638	95	22	377	17	7	54	13	2	256	20	12	1384	236
EYA3	1557	435	858	2110	391	96	775	54	20	309	29	2	918	32	70	1154	550
PTAFR	1041	24	1930	2797	238	18	15	14	0	9	70	0	3268	0	9	35	591
DNAJC8	8036	3147	4058	7431	2402	449	3721	286	147	3017	224	34	6088	325	1059	3315	2733
ATP5IF1	11388	3579	5907	10617	3059	417	4139	396	199	2457	287	43	9783	565	748	3471	3565
AL353622.1	127	21	115	105	61	1	66	2	0	4	3	0	32	4	0	277	51
AL353622.2	5	2	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0
SESN2	1824	516	1394	1632	622	73	1515	41	27	383	63	8	1673	120	299	2270	778
MED18	557	198	274	796	106	19	307	12	4	106	18	0	116	17	23	620	198
PHACTR4	5965	997	2008	5776	1215	183	1022	220	57	484	131	33	2716	205	155	1528	1418
RCC1	964	239	562	1076	334	30	1341	30	7	202	12	4	890	33	69	2989	548
SNHG3	3570	976	2035	3794	1309	240	2113	132	49	837	122	4	6470	295	161	0	1381
TRNAU1AP	2459	1001	1539	3230	661	123	1475	108	45	645	64	10	1163	127	241	2842	983
SNHG12	3619	1809	1494	2344	1688	226	2191	139	48	2264	153	22	1948	376	383	3108	1363
TAF12	3967	1399	2481	4087	1138	126	2408	127	41	1424	77	12	3110	121	519	2980	1501
RAB42	26	97	19	10	14	3	339	5	4	55	8	0	12	0	30	1982	162
LINC01715	62	85	80	114	20	0	65	4	2	24	1	1	93	1	3	15	35
AL360012.1	146	88	99	119	54	3	52	11	5	76	36	0	49	67	12	16	52
GMEB1	1173	421	765	1381	435	77	671	39	20	291	37	2	1969	62	162	1701	575
YTHDF2	6583	2094	4255	6404	2446	367	2567	230	58	1852	160	17	8304	266	641	3441	2480
OPRD1	7	3	3	5	1	0	1	0	0	0	0	0	0	0	0	64	5
EPB41	2945	505	1494	3719	527	91	460	77	14	250	96	3	1022	78	129	1886	831
TMEM200B	39	321	127	16	116	27	366	4	20	83	0	1	41	2	25	767	122
SRSF4	6967	2204	3881	6412	2473	299	2758	357	105	2244	181	29	4834	315	366	3185	2288
MECR	1680	495	835	1796	346	71	1089	42	22	276	10	4	982	128	58	2589	651
PTPRU	1363	1028	238	1839	141	21	610	11	20	139	8	2	314	274	69	2601	542
MATN1	2	7	1	5	10	2	14	0	0	6	1	0	6	5	0	11	4
MATN1-AS1	182	150	129	71	175	7	130	7	4	66	11	1	104	34	17	20	69
AL137857.1	8	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0
LAPTM5	40	155	11	35	7	2	69	96	1	61	414	3	9	0	57	21	61
LINC01778	0	26	4	0	1	0	21	0	0	42	0	0	0	9	8	0	6
SDC3	54	901	53	79	48	141	625	22	3	204	18	27	105	8	45	462	174
PUM1	6287	2196	3380	6309	1800	234	2441	246	92	1146	170	32	3067	376	268	2960	1937
NKAIN1	28	3	4	17	2	10	10	0	0	0	1	0	10	0	0	109	12
SNRNP40	5048	1322	2498	4381	1055	115	1843	138	45	1605	71	13	3189	144	478	3100	1565
ZCCHC17	5595	1217	2487	5188	947	245	1930	135	54	1149	77	19	2634	139	432	2953	1575
FABP3	102	72	19	34	16	3	213	0	16	60	7	2	35	56	11	3150	237
SERINC2	9045	287	4333	8231	1008	127	1398	98	10	63	65	6	7057	244	54	575	2037
LINC01226	962	9	21	253	8	2	6	5	1	0	6	0	39	0	0	0	82
TINAGL1	642	12	99	157	274	3	185	251	247	1	5	1	122	0	0	47	127
PEF1	5007	1031	2611	4503	1192	198	1642	197	64	611	72	16	3149	134	215	2449	1443
AC114488.2	5	2	2	10	1	0	4	0	0	0	1	0	5	0	0	0	1
AC114488.3	8	4	1	9	1	0	4	2	0	4	3	0	15	0	0	10	3
COL16A1	512	861	1181	258	664	32	2399	6	14	223	8	28	736	9	85	94	444
ADGRB2	104	26	232	89	36	12	242	1	0	15	0	0	81	20	0	26	55
SPOCD1	36	73	31	16	7	1	335	1	1	12	2	0	41	1	6	12	35
AL354919.1	17	5	4	8	4	2	4	0	0	4	0	0	7	0	1	0	3
AL136115.2	197	19	70	138	25	2	54	5	1	17	6	0	15	6	0	22	36
PTP4A2	9460	3153	4674	8123	2889	464	3714	377	135	2815	336	37	8930	380	875	3454	3113
KHDRBS1	7274	2315	4564	6912	2785	482	2944	314	125	1719	229	20	8133	350	587	3215	2623
AL445248.1	122	36	73	104	38	2	23	2	1	6	3	2	8	7	2	38	29
TMEM39B	960	368	560	823	393	29	820	94	17	191	26	0	641	79	43	824	366
KPNA6	4170	1161	2307	4723	1266	154	1812	145	69	613	84	16	3434	198	223	2615	1436
AL049795.2	38	16	23	67	14	1	11	0	1	3	0	0	101	6	3	0	17
TXLNA	1424	1310	912	1529	508	102	1729	87	45	732	62	6	837	173	280	2272	750
CCDC28B	368	518	457	400	155	50	891	39	17	368	12	1	248	148	35	1472	323
AL049795.1	21	3	16	9	5	0	22	1	0	3	1	0	3	6	2	8	6
IQCC	136	60	171	81	52	15	103	8	0	30	1	2	46	83	11	392	74
TMEM234	781	257	596	793	181	61	406	15	9	230	13	3	627	56	56	974	316
EIF3I	7795	2946	4582	7443	2523	502	3929	332	138	2975	201	31	7534	375	1040	3589	2870
FAM167B	30	384	7	18	9	67	132	58	1	261	1	0	16	41	72	8	69
LCK	9	9	1	2	1	0	2	1	0	1	80	0	2	0	0	170	17
HDAC1	3062	824	1960	2293	1135	148	1498	129	29	711	60	13	2281	153	191	3039	1095
MARCKSL1	3657	1747	869	1188	1330	682	1880	368	45	2187	140	27	3041	473	475	3556	1354
TSSK3	39	25	6	14	15	3	54	1	2	5	1	0	18	15	6	36	15
FAM229A	416	237	258	299	158	84	244	25	6	72	6	1	240	71	38	281	152
BSDC1	3584	1245	2295	3714	1261	190	1742	120	35	629	78	17	2695	187	259	1837	1243
ZBTB8B	31	33	56	77	19	0	14	0	0	1	1	1	6	6	0	191	27
ZBTB8A	1026	625	725	1111	343	44	1085	109	18	208	16	6	742	5	118	1090	454
ZBTB8OS	5417	1937	2404	5913	769	159	1973	144	61	1657	103	5	3014	250	491	3327	1726
RBBP4	5830	2186	3433	6360	1429	247	2032	225	79	1607	152	22	4622	384	459	3406	2029
SYNC	2072	2002	1206	2408	548	95	1295	83	50	1422	38	8	1151	213	407	1771	923
AC114489.1	27	9	37	29	6	0	4	0	1	0	0	0	59	0	0	0	10
KIAA1522	5156	569	2334	5258	1021	84	487	85	14	611	30	3	3274	186	91	1251	1278
YARS	2964	993	1710	2876	662	91	2391	84	25	1243	69	7	2174	214	497	3077	1192
S100PBP	1689	725	1340	1719	404	53	1081	58	30	455	55	10	872	131	51	1697	648
FNDC5	4	34	1	6	1	1	44	1	6	4	0	0	3	55	6	179	21
HPCA	22	10	19	16	12	3	22	1	1	12	0	0	20	8	0	53	12
TMEM54	6742	236	2857	6328	985	148	1618	87	22	156	34	0	5205	4	109	2082	1663
AL031602.2	18	5	6	7	7	2	2	1	1	0	0	1	9	0	0	0	3
RNF19B	5349	259	3200	5864	778	154	347	125	14	151	129	9	5745	55	26	2011	1513
AK2	5695	1687	3490	6434	1349	364	2259	204	60	1832	94	20	5248	283	533	3237	2049
AZIN2	210	181	212	232	124	23	301	21	1	77	9	8	176	37	13	169	112
TRIM62	676	73	344	813	108	15	166	17	6	30	14	2	374	20	10	72	171
AL662907.3	13	3	7	9	5	0	19	0	0	0	0	1	0	0	0	3	3
ZNF362	1507	329	822	1231	371	93	449	54	31	32	20	11	684	55	10	348	377
PHC2	2552	2004	1114	1723	731	236	3141	177	81	969	109	40	1308	260	567	52	941
ZSCAN20	67	29	47	60	26	3	149	0	1	19	3	0	20	3	7	59	30
CSMD2	232	4	64	108	15	2	87	0	0	0	0	1	187	32	0	6	46
SMIM12	3542	948	1833	4528	529	213	1601	127	64	1329	85	8	2488	143	384	3148	1310
GJB5	5380	45	3209	5714	888	54	18	39	0	21	32	2	6618	0	3	106	1383
GJB4	5973	62	2576	9017	219	42	46	62	9	28	31	1	3550	1	5	9	1351
AL121988.1	2	0	0	10	1	0	1	0	0	0	0	0	1	0	0	0	0
GJB3	6452	55	4469	7013	1242	95	41	42	2	18	41	1	9752	0	9	16	1828
GJA4	512	6	69	433	40	7	5	52	152	1	1	0	778	1	1	50	131
DLGAP3	63	10	21	62	8	4	15	2	0	0	7	0	66	16	0	478	47
TMEM35B	3802	1044	1712	2925	1257	71	2694	278	91	541	93	25	2266	39	295	0	1070
ZMYM6	1665	465	989	1793	381	54	740	69	21	190	59	5	736	95	77	678	501
ZMYM1	1216	359	629	1047	375	32	893	53	18	123	15	7	193	30	34	2277	456
AL590434.1	54	5	8	34	17	2	12	3	2	0	1	0	21	0	0	36	12
SFPQ	9485	4224	5534	8727	3344	522	3764	438	160	3577	397	53	10407	687	1128	3573	3501
ZMYM4	3181	1054	1600	2663	903	123	1437	113	31	932	49	11	796	217	241	2178	970
ZMYM4-AS1	3	0	0	1	2	0	6	0	0	4	0	0	0	0	0	0	1
KIAA0319L	2605	665	1217	2359	504	95	1440	100	23	245	56	10	848	164	91	2265	792
NCDN	302	249	287	464	97	22	415	22	10	120	3	3	288	88	35	1428	239
AC004865.2	46	21	19	4	24	1	35	2	1	23	7	0	28	1	2	358	35
TFAP2E	34	16	33	28	17	2	27	3	0	9	1	0	47	5	0	142	22
PSMB2	8022	2150	4378	8175	1931	332	2919	284	96	2233	166	13	7391	217	768	3638	2669
C1orf216	169	372	239	218	166	51	989	21	14	420	16	0	338	34	170	1151	273
CLSPN	82	52	217	126	20	5	195	5	3	23	12	1	108	39	15	2617	220
AGO4	959	334	535	1053	336	37	307	54	17	200	48	5	379	64	26	816	323
AGO1	1062	553	532	1066	424	72	681	37	24	181	38	6	493	143	57	2863	514
AL139286.3	24	25	10	27	22	2	12	1	1	5	4	1	3	3	0	0	8
AL139286.2	17	3	11	30	11	1	13	1	1	0	1	0	25	0	0	5	7
AGO3	2164	1471	1722	1958	1005	112	1646	156	50	936	99	17	1590	292	281	923	901
TEKT2	6	2	37	5	28	1	3	0	0	0	1	0	83	21	0	70	16
ADPRHL2	2800	872	1719	2964	747	167	1348	59	13	945	42	10	2602	173	328	2522	1081
COL8A2	73	3500	16	113	80	7	1885	12	14	1173	26	1	20	684	179	5	486
TRAPPC3	7174	1942	4139	7511	1874	352	2438	167	61	1983	110	12	6646	288	580	2965	2390
MAP7D1	6092	1649	3871	5967	1896	279	2065	161	63	1569	149	14	8585	471	448	1097	2148
THRAP3	7141	2144	4264	7187	2217	410	2787	257	108	1356	194	18	6361	340	432	3371	2411
SH3D21	1174	271	1345	1902	297	41	549	19	8	169	45	1	1094	199	73	994	511
EVA1B	1319	2431	735	1013	664	311	3348	146	132	2346	60	3	1305	339	588	1334	1004
AL591845.1	79	39	123	72	18	7	34	1	0	16	5	0	311	77	4	852	102
STK40	2164	510	745	1886	490	82	791	38	16	545	64	3	2178	63	286	681	658
LSM10	4373	1823	2392	5022	999	219	2012	99	54	1745	110	6	3884	204	493	3076	1656
OSCP1	716	279	400	776	151	34	373	16	7	171	9	4	647	84	51	409	257
MRPS15	7167	1861	3567	7641	1555	327	2893	204	93	1625	131	17	6454	312	679	3469	2374
CSF3R	17	4	2	6	0	0	46	0	0	2	130	0	2	3	2	0	13
GRIK3	1	0	0	13	2	5	1	0	0	0	0	26	0	0	0	5	3
AL031430.1	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0
AL353604.1	46	1	14	218	1	0	3	1	1	0	1	0	17	0	0	0	18
LINC01137	948	184	345	599	221	13	483	9	3	90	8	1	425	38	75	119	222
ZC3H12A	6605	1001	3207	4082	2237	116	1237	137	30	822	191	9	5486	440	409	450	1653
MEAF6	6943	2224	4176	7138	1996	334	2288	187	76	2416	128	19	7652	261	554	3170	2472
SNIP1	2244	849	1196	2680	654	71	663	55	17	491	47	6	1805	172	150	970	754
DNALI1	158	414	184	256	119	18	608	7	18	491	0	2	232	87	86	137	176
GNL2	3305	1142	1943	3302	979	109	2163	78	31	1534	72	13	2973	157	574	2549	1307
RSPO1	2	27	0	5	1	0	256	0	0	28	1	0	0	0	9	3	20
C1orf109	1587	829	1061	1523	638	77	1169	43	11	1342	14	3	917	113	419	2491	764
CDCA8	126	29	312	188	34	3	80	7	1	9	2	0	149	20	7	2158	195
MANEAL	160	31	52	102	37	28	13	6	0	4	4	0	64	17	6	1437	122
YRDC	2720	868	1839	2897	971	158	1081	75	16	1073	59	6	5099	184	299	3132	1279
C1orf122	6399	2822	3336	6149	1364	365	2984	174	89	2373	128	23	6073	517	543	3543	2305
MTF1	1314	379	922	1615	436	66	767	38	11	297	52	4	1857	51	102	737	540
AL929472.2	9	6	2	8	2	0	6	2	0	0	0	0	0	0	0	7	2
INPP5B	411	283	234	415	141	24	584	27	15	112	24	1	184	58	26	550	193
SF3A3	3821	1432	2496	3984	1146	172	1767	133	43	1384	66	7	2783	241	441	3153	1441
FHL3	844	402	628	780	442	46	1938	84	59	372	51	5	898	109	96	1990	546
UTP11	4181	1516	2604	4298	1318	183	2140	162	56	1878	71	8	3611	208	753	2767	1609
POU3F1	1604	106	887	591	446	75	46	27	9	15	21	27	553	47	6	525	311
MIR3659HG	55	0	116	45	27	2	0	1	0	0	1	0	65	0	0	0	19
RRAGC	5218	1174	3168	5440	1474	317	1480	191	55	1819	120	11	6246	191	498	2400	1862
AL139260.1	149	98	130	196	50	5	101	11	3	103	4	1	224	24	14	29	71
MYCBP	5242	854	2529	5512	612	103	1110	90	26	779	58	1	3272	158	185	2042	1410
GJA9	290	16	62	169	28	1	5	3	1	12	3	0	94	13	2	0	43
RHBDL2	3522	30	863	2282	389	27	64	14	6	18	13	1	1289	11	6	20	534
AKIRIN1	5451	2050	3940	5741	2211	317	2221	168	67	2489	159	19	6854	337	800	3455	2267
NDUFS5	11153	4258	5705	10359	3444	683	4777	412	232	3403	307	49	10101	637	1262	3596	3773
MACF1	7582	2723	5417	8570	2426	280	2899	385	115	1136	219	14	7173	623	379	2518	2653
AL356055.1	92	4	193	145	23	2	5	3	1	4	8	0	48	10	0	0	33
AL442071.2	83	2	37	70	21	0	3	0	0	0	0	0	19	4	0	0	14
BMP8A	11	16	13	15	5	1	18	0	4	5	2	0	15	4	3	9	7
PABPC4	4932	1697	2429	3650	1361	406	2868	183	88	1486	267	19	4913	311	463	3277	1771
PABPC4-AS1	14	0	8	17	6	1	4	0	0	3	0	0	4	0	0	0	3
HEYL	31	40	5	48	7	2	91	7	56	19	1	4	22	0	0	29	22
PPIE	4370	1497	2506	4134	1061	226	1836	96	59	1286	66	17	2482	186	357	2328	1406
BMP8B	25	3	1	7	2	32	2	0	2	0	1	9	2	0	0	11	6
OXCT2	4	78	2	5	2	5	69	1	6	26	9	0	8	44	29	107	24
AL033527.4	18	5	4	7	2	2	2	0	1	2	2	0	8	0	1	0	3
LINC02811	13	0	1	17	4	0	0	0	0	0	0	0	2	0	0	0	2
TRIT1	1778	274	1097	2460	462	46	667	26	13	173	21	5	1067	69	55	1373	599
MYCL	2626	23	565	2819	222	21	14	15	2	6	52	5	699	162	0	994	514
MFSD2A	2416	194	2675	2594	1416	68	481	22	0	416	86	23	6624	86	131	114	1084
CAP1	7460	2172	4372	8029	1616	476	3030	296	151	1598	267	35	6573	298	663	3200	2514
PPT1	3969	2595	3668	5087	1779	336	1800	172	64	1235	206	24	4694	214	396	1909	1759
RLF	3776	986	2300	3617	1540	172	1291	140	35	558	102	16	2751	214	172	1523	1199
AL050341.2	1182	277	527	1604	215	59	323	21	15	69	12	4	537	46	19	374	330
ZMPSTE24	3617	988	2161	4300	934	154	1282	110	37	627	56	8	2655	136	252	2435	1234
COL9A2	539	5	12	29	517	13	50	1	5	0	23	5	45	3	0	89	83
SMAP2	1972	395	579	1729	253	73	683	34	37	478	281	8	632	190	158	571	504
AL031985.4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0
